time,volume,high,low,open,close
2017-09-28 21:00:00+00:00,29535.0,112.738,112.214,112.298,112.502
2017-10-01 21:00:00+00:00,24545.0,113.060,112.464,112.661,112.763
2017-10-02 21:00:00+00:00,24189.0,113.196,112.664,112.763,112.846
2017-10-03 21:00:00+00:00,26188.0,112.938,112.322,112.841,112.758
2017-10-04 21:00:00+00:00,19981.0,112.919,112.415,112.750,112.819
2017-10-05 21:00:00+00:00,28027.0,113.440,112.609,112.824,112.650
2017-10-06 21:00:00+00:00,1.0,112.650,112.650,112.650,112.650
2017-10-08 21:00:00+00:00,10364.0,112.745,112.334,112.592,112.682
2017-10-09 21:00:00+00:00,22180.0,112.828,111.990,112.670,112.448
2017-10-10 21:00:00+00:00,22629.0,112.586,112.080,112.453,112.494
2017-10-11 21:00:00+00:00,21673.0,112.524,112.128,112.506,112.286
2017-10-12 21:00:00+00:00,23097.0,112.310,111.688,112.292,111.839
2017-10-15 21:00:00+00:00,16437.0,112.290,111.652,111.762,112.196
2017-10-16 21:00:00+00:00,17061.0,112.480,112.038,112.192,112.200
